Version,2.0.0,,,,,,,
lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
fra,sampleIDObject,ID d'objet de l'échantillon,Rempli par `sampleID` - ceci spécifie l'objet d'une relation d'échantillon.,Utilisez `sampleID` pour ce champ. Avec `sampleIDSub` et `relationshipID` une rangée donnée du `sampleRelationships` devrait dire : [sampleIDSubject] est un [relationshipID] de [sampleIDObject].,2.0.0,2.0.0,added in V2.0.0,
fra,sampleIDSubject,ID de sujet de l'échantillon,Rempli par `sampleID` - ceci spécifie le sujet d'une relation entre échantillons.,Utilisez `sampleID` pour ce champ. Avec `sampleIDSub` et `relationshipID` une rangée donnée du `sampleRelationships` devrait dire : [sampleIDSubject] est un [relationshipID] de [sampleIDObject].,2.0.0,2.0.0,added in V2.0.0,
fra,sampleMatSet,Ensemble de catégories de matériaux d'échantillon,Ensemble de catégories pour les types de matières qui peuvent être trouvées dans un échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sampleQualitySet,Ensemble de Qualité des Échantillons,Ensemble de qualité pour un échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sampleRelationships,Table des relations d'échantillons,Table qui permettant d'enregistrer les relations entre les échantillons.,"Conçu spécifiquement pour saisir des informations sur les relations parents-enfants entre les échantillons, et permettre de suivre la lignée des échantillons pour les échantillons individuels et groupés.",2.0.0,2.0.0,added in V2.0.0,
fra,sampleRelationshipsOrder,L’ordre des colonnes de la table des relations d'échantillons,Indique l’ordre des colonnes dans une table des relations d'échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sampleRelationshipsRequired,Exigences de la table des relations d'échantillons,Indique les colonnes requises dans une table des relations d'échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sampleRelID,Relation entre échantillions,Attribut permettant de spécifier la relation entre des échantillons associés.,Avec `sampleIDSub` et `relationshipID` une rangée donnée du `sampleRelationships` devrait dire : [sampleIDSubject] est un [relationshipID] de [sampleIDObject].,2.0.0,2.0.0,added in V2.0.0,
fra,sampleRelSet,Ensemble de relations d'échantillons,Ensemble de catégories pour les valeurs valides de relationshipID dans la table sampleRelationships.,À n'utiliser que pour la relation ID de la table sampleRelationships.,2.0.0,2.0.0,added in V2.0.0,
fra,samples,Table de rapport de l'échantillon,La table qui contient de l'information sur un échantillon donné,NA,1.0.0,2.0.0,"Change name, structure",
fra,sampleShed,Bassin d'échantillonnage,"Une zone géographique, un espace physique ou une structure. Un échantillon est prélevé dans un bassin d'échantillonnage pour une mesure représentative d'une ou plusieurs substances.","Exemples : Avion, maison de soins de longue durée, quartier, campus universitaire, municipalité.",2.0.0,2.0.0,added in V2.0.0,
fra,samplesOrder,L’ordre des colonnes de la table d'échantillon,Indique l’ordre des colonnes dans une table d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,samplesRequired,Exigences de la table d'échantillon,Indique les colonnes requises dans une table d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sampleTypeOther,Collection autre,Description d'un autre type de méthode non répertorié dans la collection.,NA,1.0.0,2.0.0,description wording,
fra,sarsCov2,SRAS-CoV-2,Indique un groupe de mesures/méthodes liées au virus SRAS-CoV-2.,"Les mesures du SRAS-CoV-2 ont les classes suivantes : protéines, allèles, variants, mutations, maladies.",2.0.0,2.0.0,added in V2.0.0,
fra,saSpecimenSet,Ensemble de spécimens d'échantillon,Un ensemble de spécimens qui comprend uniquement un spécimen d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sC,Couverture éparse,"Le séquençage présente une couverture éparse, c'est-à-dire que l'étendue numérique de la couverture est considérée comme adéquate, mais les graphiques de couverture révèlent des parties manquantes du génome.","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.",2.0.0,2.0.0,added in V2.0.0,
fra,sce,Effluent secondaire du clarificateur,Effluent obtenu aprés un décanteur secondaire.,NA,1.0.0,2.0.0,"depreciated, used to be in site table.",
fra,scf,Fréquence de la courbe standard,"Méthode permettant de spécifier la fréquence d'utilisation d'une courbe standard (ou ""courbe maîtresse"").",NA,2.0.0,2.0.0,added in V2.0.0,
fra,school,École,École.,NA,1.0.0,2.0.0,"description wording, structure",
fra,scriptSet,Ensemble de catégories de script de séquençage,L'ensemble des catégories pour les versions de script,NA,2.0.0,2.0.0,added in V2.0.0,
fra,scriptVersion,Version du script de séquençage génétique,"Utilisé pour spécifier le script ou la version du script utilisé pour extraire les informations sommaires (c'est-à-dire les statistiques de couverture et de fréquence de mutation, etc.) de la sortie du séquençage.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,scsDep,Boues du clarificateur secondaire,Boue provenant d'un décanteur secondaire.,NA,1.0.0,2.0.0,"depreciated, site material like this now captured in sample table",
fra,sd,L'écart type,L'écart type.,NA,1.0.0,2.0.0,NA,
fra,sdn,L'écart type normalisé,L'écart type normalisé.,NA,1.0.0,2.0.0,NA,
fra,sea,"Mer, plan d'eau naturel","Mer, étendue d'eau naturelle.",NA,1.0.0,2.0.0,"description wording, structure. Maintained originl sample table entry from v1.",
fra,seeUnitAggScale,Voir unité (échelle d'agrégation),Une valeur pour l'échelle d'agrégation à utiliser lorsque l'échelle d'agrégation dépend de celle spécifiée dans l'entrée de la liste des parties pour l'unité.,"Lorsque vous rencontrez cette valeur, voyez l'unité utilisée pour cette entrée et suivez cette entrée d'échelle d'agrégation.",2.0.0,2.0.0,added in V2.0.0,
fra,seeUnitData,Voir unité (type de données),Le type de données de l'entrée lorsque le type de données pour une entrée donnée est spécifié par l'unité utilisée.,"Utilisé uniquement pour les mesures, pour lesquelles l'entrée du type de données est utilisée pour valider la valeur entrée dans le champ de valeur. Dans ces cas, cependant, le type de données dépend davantage de l'unité que de la mesure, et cette entrée invite donc les utilisateurs à consulter le type de données de l'unité.",2.0.0,2.0.0,added in V2.0.0,
fra,seeUnitVal,See unit (value),"Une valeur pour la valeur maximale ou minimale dans le dictionnaire, à utiliser lorsque la valeur maximale ou minimale est déterminée par l'unité.",Utilisé pour les mesures lorsque les contraintes sur les valeurs maximales et minimales sont spécifiées par l'unité et non par la mesure.,2.0.0,2.0.0,added in V2.0.0,
fra,sEfflu,Effluent du décanteur secondaire,Effluent obtenu aprés un décanteur secondaire.,NA,1.0.0,2.0.0,NA,
fra,self,Accès à soi,"Si ""Non"", la donnée ne sera pas accessible par le reporteur lui-méme. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0.0,2.0.0,depreciated,
fra,sentDate,Date d'envoi de l'échantillon,La date à laquelle l'échantillon a été envoyé pour être analysé dans un laboratoire.,NA,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",
fra,septage,Eaux usées de la fosse septique,Eaux usées de la fosse septique,NA,1.0.0,2.0.0,NA,
fra,septTnk,Fosse septique,Fosse septique.,NA,1.0.0,2.0.0,"description wording, structure",
fra,seqLay,Disposition du séquençage,La disposition du matériel génétique utilisé dans le séquençage,NA,2.0.0,2.0.0,added in V2.0.0,
fra,seqLaySet,Ensemble de catégories pour la disposition du séquençage,Ensemble de catégories pour la disposition du matériel génétique utilisé dans le séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,seqQualitySet,Ensemble de qualité de séquençage,Ensemble d'indicateurs de qualité pour le séquençage,NA,2.0.0,2.0.0,added in V2.0.0,
fra,seqSel,Méthode de sélection du séquençage,la méthode de sélection des séquences d'amorces utilisée pour le séquençage,NA,2.0.0,2.0.0,added in V2.0.0,
fra,seqSelSet,Ensemble de catégories pour la méthode de sélection du séquençage,Ensemble de catégories pour la méthode de sélection utilisée dans le séquençage,NA,2.0.0,2.0.0,added in V2.0.0,
fra,seqStrat,Stratégie de séquençage,La stratégie de séquençage utilisée pour une analyse,NA,2.0.0,2.0.0,added in V2.0.0,
fra,seqStratSet,Ensemble de catégories de stratégie de séquençage,Ensemble de catégories pour la stratégie de séquençage utilisée pour une analyse.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sequence,Classe de séquençage génétique,Spécifie une collection de mesures/méthodes liées au séquençage génétique.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,serialDilution,Dilution en série,La méthode de dilution en série pour évaluer l'inhibition.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,seseDep,Sédiments d'égouts,Sédiments provenant des égouts.,NA,1.0.0,2.0.0,"depreciated, site material like this now captured in sample table",
fra,setID,ID de l'ensemble,Le nom d'un ensemble de valeurs.,"Un ensemble est un groupe d'unités, d'attributs, de catégories, de spécimens ou de compartiments qui peuvent être utilisés pour une mesure, une méthode ou un attribut.",2.0.0,2.0.0,added in V2.0.0,
fra,sets,Table de recherche des ensembles,"Table de recherche pour tous les ensembles, gérant la manière dont les entrées catégorielles pour les différentes méthodes et attributs sont regroupées.","Cette table gère les relations de type ""many-to-many"" et le recyclage des catégories au sein de l'ODM.",2.0.0,2.0.0,"reformatted to sets from ""look-up""",
fra,setsOrder,Ordre des colonnes du tableau d'ensembles,Spécifie l'ordre des colonnes dans le table d'ensembles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,setsRequired,Définit les en-têtes requis pour le table d'ensembles,En-têtes obligatoires dans le tableau des ensembles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,settsol,Solides sédimentés,Quantité de solides sédimentés provenant d'un échantillon d'eaux usées.,"Il peut s'agir d'un volume ou d'un poids, voir l'unitID pour une ligne de mesure donnée pour plus de détails sur un échantillon donné.",2.0.0,2.0.0,added in V2.0.0,
fra,setType,Type d'ensemble,"Le type d'ensemble. Par exemple, ensemble de qualité, ensemble d'agrégation, ensemble d'unités.",NA,2.0.0,2.0.0,NA,
fra,setValue,Valeur de l'ensemble,Le partID de la valeur ou de la catégorie de l'ensemble.,"Rempli par toute partie où partType = aggregationSet, compartmentSet, qualitySet, specimentSet ou unitSet.",2.0.0,2.0.0,NA,
fra,severity,Indicateur de sévérité,Un indicateur de la sévérité ou de la gravité d'un indicateur de qualité.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sevSet,Ensemble de catégories de sévérité,Un ensemble de catégories pour les indicateurs de gravité.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sewerNetworkFileBLOB,Lien vers le fichier du réseau d'égouts,Un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA,1.0.0,2.0.0,depreciated,
fra,sGene,Gène cible de SRAS-CoV-2 S,Gène cible S de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,shedSet,Ensemble de catégories pour le bassin d'échantillonnage,L'ensemble de catégories contenant toutes les valeurs valides de sampleshed.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,ship,Navire,Un bateau de croisière ou un autre navire.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,shipOnIce,Transporté sur glace,L'échantillon a-t-il été gardé au froid lors du transport vers le laboratoire?,NA,1.0.0,2.0.0,NA,
fra,shortName,Noms courts,Noms raccourcis pour les tables et autres parties importantes à utiliser dans les noms larges.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,si,Site,Mesure d'eau usée passant à travers un site,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sin,Seul,"La valeur n'a subi aucune agrégation (donc, la valeur n'est pas une moyenne, un maximum, etc.). La valeur peut étre un réplica.",NA,1.0.0,2.0.0,NA,
fra,sinLay,Disposition simple,Indique la disposition simple pour une méthode de séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,siSaSpecimenSet,Ensemble de spécimens de site ou d'échantillon,Un ensemble de spécimens qui comprend un spécimen de site ou d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,siSpecimenSet,Ensemble de spécimens de sites,Un ensemble de spécimens qui ne comprend qu'un spécimen de site.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,siteDef,ID du site par défaut,"Identifiant de Site utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""siteID"" dans la table ""Site""",NA,1.0.0,2.0.0,depreciated,
fra,siteFeat,Groupe de caractéristiques du site,Un groupe de mesures/méthodes environnementales et celles qui se rapportent aux caractéristiques d'un site.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,siteID,ID du site,Identifiant unique pour l'échantillon. Suggestion:siteID-date-index.,NA,1.0.0,2.0.0,"description wording, structure",
fra,siteMeasureID,ID de la mesure du site,Identifiant unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures sont effectuées sur le méme échantillon.,NA,1.0.0,2.0.0,depreciated,
fra,sites,Table de site,La table qui contient de l'information sur un site ; l'endroit où un échantillon environnemental a été prélevé.,Le site d'un échantillon eviromental. Les informations contenues dans la table site ne changent pas régulièrement. Envisagez d'utiliser la table MeasureReport si les informations changent souvent.,1.0.0,2.0.0,"description wording, structure",
fra,sitesOrder,L’ordre des colonnes de la table de sites,Indique l’ordre des colonnes dans une table de sites.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sitesRequired,Exigences de la table de sites,Indique les colonnes requises dans une table de sites.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,siteType,Type de site,Type de site ou d'institution du site d'échantillonnage.,NA,1.0.0,2.0.0,"description wording, structure",
fra,siteTypeSet,Ensemble de catégories de sites,Ensemble de catégories pour le type de site d'échantillonnage.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,skimMilkFloc,Floculation du lait écrémé,Floculation du lait écrémé,NA,2.0.0,2.0.0,added in V2.0.0,
fra,slope,pente,Valeur de la pente de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",2.0.0,2.0.0,added in V2.0.0,
fra,snfl,Lien vers le fichier du réseau d'égouts,Lien vers un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA,1.0.0,2.0.0,depreciated,
fra,snowy,Neigeux,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de neige.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
fra,sol,Fraction solide,Fraction solide.,NA,1.0.0,2.0.0,"description wording, structure",
fra,solidSep,Séparation des solides,"Le procès utilisé pour séparer les phases solides et liquides de l'échantillon, soit avant, soit en l'absence de la méthode de concentration spécifiée dans ""methodConc"".",NA,2.0.0,2.0.0,added in V2.0.0,
fra,solidSeparationSet,Ensemble de catégories de séparation des solides,Ensemble de catégories pour la séparation des solides.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sourceProtocol,Source du protocole,Utilisé pour indiquer le protocole qui a servi de référence ou de base pour le protocole actuel.,Remplir avec protocolID.,2.0.0,2.0.0,added in V2.0.0,
