"","partID","partLabel","partType","shortName","partDesc","partInstr","domainID","specimenSet","compSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesOrder","translations","translationsOrder","parts","sets","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","NCBI","PHAGE","version1Table","version1Location","version1Table2","version1Variable","version1CatSetegory","version1to2Changes"
"709","setsOrder","Sets table column order","tableSupport","NA","Specifies the order of the columns in the Sets table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","1","NA","NA","NA","Ordre des colonnes du tableau d'ensembles","Spécifie l'ordre des colonnes dans le table d'ensembles.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"710","settsol","Settled solids","measure","NA","Amount of settled solids from a wastewater sample.","May be a volume or a weight, see the unitID for a given measure row for details on a given sample.","Phy","saSpecimen","waterCompartment","procGrp","physical","naNomenclature","NA","NA","NA","volumeUnitSet","quantAggScale","linearAggrSet","genQualitySet","active","2.0","2.0","added in version 2","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","0","NA","NA","NA","Solides sédimentés","Quantité de solides sédimentés provenant d'un échantillon d'eaux usées.","Il peut s'agir d'un volume ou d'un poids, voir l'unitID pour une ligne de mesure donnée pour plus de détails sur un échantillon donné.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"711","setType","Set type","partSupport","NA","The type of set. i.e. quality set, aggregation set, unit set","NA","naDomain","naSpecimenSet","waterCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","30","Type d'ensemble","Le type d'ensemble. Par exemple, ensemble de qualité, ensemble d'agrégation, ensemble d'unités.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"712","setValue","Set Value","attribute","NA","The partID for the set value or category.","Populated by any part where partType = aggregationSet, compartmentSet, qualitySet, specimentSet, or unitSet","naDomain","naSpecimenSet","waterCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","30","Valeur de l'ensemble","Le partID de la valeur ou de la catégorie de l'ensemble.","Rempli par toute partie où partType = aggregationSet, compartmentSet, qualitySet, specimentSet ou unitSet.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"713","sevCatSet","Severity Category Set","catSet","NA","A category set for severity indicators.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","sevCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Ensemble de catégories de sévérité","Un ensemble de catégories pour les indicateurs de gravité.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"714","severity","Severity indicator","attribute","NA","An indicator of the severity or seriousness of a quality flag.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","sevCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","optional","6","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Indicateur de sévérité","Un indicateur de la sévérité ou de la gravité d'un indicateur de qualité.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"715","sewerNetworkFileBLOB","Sewer network file link depreciated","attribute","NA","Link to a file that has any detailed information about the sewer network associated with the site (any format).","NA","naDomain","naSpecimenSet","waterCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Lien vers le fichier du réseau d'égouts","Un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Site","variables","NA","sewerNetworkFileBLOB","NA","depreciated in V2"
"716","sGene","S sars-cov-2 gene target","measure","NA","S sars-cov-2 gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","allele","naNomenclature","NA","NA","NA","geneticUnitSet","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","Gène cible de SRAS-CoV-2 S","Gène cible S de SRAS-CoV-2.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"717","shedCatSet","Sampleshed CatSetegory Set","catSet","NA","The category set for all valid values of sampleshed.","NA","naDomain","siSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de catégories pour le bassin d'échantillonnage","L'ensemble de catégories contenant toutes les valeurs valides de sampleshed.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"718","ship","Ship","category","NA","A cruise ship or other ship.","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Navire","Un bateau de croisière ou un autre navire.","NA","Ship","NA","Institution_type","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","Added from NWSS v2.0.2"
"719","shipOnIce","Shipped on ice","method","NA","Was the sample kept cool while being shipped to the lab","NA","naDomain","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature","NA","NA","booleanSet","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","1","Transporté sur glace","L'échantillon a-t-il été gardé au froid lors du transport vers le laboratoire?","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Sample","variables","NA","shippedOnIce","NA","NA"
"720","shortName","Short Names","partSupport","NA","Shortened names for tables and other important parts for use in wide names.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Noms courts","Noms raccourcis pour les tables et autres parties importantes à utiliser dans les noms larges.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"721","si","Site","specimen","NA","A measure made on a compartment or property at a site.","An example is the wastewater flow rate, taken at a wasteawater treatment plant.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Site","Mesure d'eau usée passant à travers un site","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"722","sin","Single","aggregation","NA","This value is not an aggregate measurement in any way (ie. not a mean, median, max or any other) and can be a replicate value.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","quantAggScale","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Seul","La valeur n'a subi aucune agrégation (donc, la valeur n'est pas une moyenne, un maximum, etc.). La valeur peut étre un réplica.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","SiteMeasure; WWMeasure","variableCatSetegories","NA","aggregation","single","NA"
"723","siSaSpecimenSet","Site or sample specimen set","specimenSet","NA","A specimen set that inculdes site or sample specimen.","NA","naDomain","siSaSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de spécimens de site ou d'échantillon","Un ensemble de spécimens qui comprend un spécimen de site ou d'échantillon.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"724","siSpecimenSet","Site specimen set","specimenSet","NA","A specimen set that inculdes only a site specimen.","NA","naDomain","siSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de spécimens de site","Un ensemble de spécimens qui ne comprend qu'un spécimen de site.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"725","siteDef","Site ID default","attribute","NA","Used as default when a new sample is created by this reporter. See ID in Site table.","Deprecated in version 2, please do not use. Just populate standard SiteID.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID du site par défaut","Identifiant de Site utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""siteID"" dans la table ""Site""","NA","NA","NA","NA","NA","NA","NA","NA","Site ID","Sites","NA","NA","Reporter","variables","NA","siteIDDefault","NA","defaults are deprecated"
"726","siteFeat","Site features group","group","NA","A group of environmental measures/methods and those pertaining to the features of a site.","NA","allDo","siSpecimen","anyCompartment","siteFeat","naClass","naNomenclature","NA","NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Groupe de caractéristiques du site","Un groupe de mesures/méthodes environnementales et celles qui se rapportent aux caractéristiques d'un site.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"727","notes","Notes","attribute","NA","A note used to describe details that are not captured in other attrbitutes","There is no recommended structure of a note. Use notes as needed.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","header","optional","15","header","optional","8","header","optional","28","header","optional","7","header","optional","14","header","optional","19","header","optional","22","header","optional","10","header","optional","10","header","optional","8","header","optional","14","header","optional","14","header","13","header","9","NA","header","10","header","optional","8","header","optional","5","header","optional","11","NA","varchar","NA","NA","0","200","Notes","Une note utilisée pour décrire des détails qui ne sont pas saisis dans d'autres attrbitutes.","Il n'y a pas de structure recommandée pour une note. Utilisez les notes selon vos besoins.","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"728","siteMeasureID","Site measure ID","attribute","NA","Unique identifier for wide table only. Use when all measures are performed on a single sample.","Depreciate in version 2. siteMeasures","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID de la mesure du site","Identifiant unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures sont effectuées sur le méme échantillon.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","SiteMeasure","variables","NA","siteMeasureID","NA","depricate"
