"partID","partLabel","partType","shortName","partDesc","partInstr","domain","specimenSet","compartmentSet","group","class","nomenclature","ontologyRef","latExp","mmaSet","unitSet","aggregationScale","aggregationSet","qualityIndSet","missingnessSet","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesRequired","languagesOrder","translations","translationsRequired","translationsOrder","parts","partsRequired","partsOrder","sets","setsRequired","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","countries","countriesRequired","countriesOrder","zones","zonesRequired","zonesOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","nwss","nwssProcess","nwssNotes","ena","enaNotes","norman","normanNote","wSphere","wSphereNotes","ncbi","phage","version1Table","version1Location","version1Variable","version1Category","version1to2Changes"
"ts","Total solids concentration","measurements",NA,"Total solids concentration",NA,"che","siSaSpecimenSet","waterCompartmentSet","miscMeas","standardConc","naNomenclature",NA,NA,NA,"stdConcentrationUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Solides Totaux","Solides totaux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WWMeasure","variableCategories","type","wqTS",NA
"tss","Total suspended solids","measurements",NA,"Total suspended solids",NA,"che","siSaSpecimenSet","waterCompartmentSet","miscMeas","standardConc","naNomenclature",NA,NA,NA,"stdConcentrationUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Matières en Suspension","Matiéres en suspension",NA,NA,NA,NA,"suspended solids",NA,"TSS [mg/L]","SAMPLING CONDITIONS","TSS","Samples",NA,NA,"WWMeasure","variableCategories","type","wqTSS",NA
"tssConc","Concentration of total suspended solids","measurements",NA,"Total suspended solids concentration of the wastewater.",NA,"phy","siSaSpecimenSet","waterCompartmentSet","miscMeas","standardConc","naNomenclature",NA,NA,NA,"stdConcentrationUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Concentration des matières en suspension","Matiéres en suspension",NA,NA,NA,NA,"suspended solids",NA,"TSS [mg/L]","SAMPLING CONDITIONS","TSS","Samples","ww_total_suspended_solids",NA,"SiteMeasure","variableCategories","type","wwTSS",NA
"turb","Tubidity","measurements",NA,"A measure for the turbidity of water, or a liquid sample, quanitfying the relative clarity or opcaity of a liquid. Highly indicative of water quality.",NA,"phy","siSaSpecimenSet","waterCompartmentSet","miscMeas","turbidity","naNomenclature",NA,NA,NA,"turbidityUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0","github issue #122",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Tubidité","Mesure de la turbidité de l'eau ou d'un échantillon liquide, quantifiant la clarté ou l'opacité relative d'un liquide. Très révélateur de la qualité de l'eau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SiteMeasure","variableCategories","type","wwTurb",NA
"turbidity","Turburdity class","classes",NA,"Measures and methods relating to water and wastewater turbidity.",NA,"che","siSpecimenSet","anyCompartmentSet","naGroup","turbidity","naNomenclature",NA,NA,NA,"turbidityUnitSet","seeUnitAggScale","naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Classe de turbidité","Measures and methods relating to water and wastewater turbidity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"turbidityUnitSet","Turbidity unit set","unitSets",NA,"Unit set for turbidity measurements.",NA,"naDomain","naSpecimenSet","waterCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"turbidityUnitSet","quantAggScale","naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Ensemble d'unités de turbidité","Ensemble d'unités pour les mesures de turbidité.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tWeighE","Tube weight empty","measurements",NA,"The weight of the tube used for analysis while empty.",NA,"phy","saSpecimenSet","anyCompartmentSet","procGrp","physical","naNomenclature",NA,NA,NA,"volumeUnitSet","seeUnitAggScale","linearAggrSet","genQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","0",NA,NA,NA,"Poids du tube plein","Le poids du tube utilisé pour l'analyse lorsqu'il est vide.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tWeighF","Tube weight full","measurements",NA,"The weight of the tube used for analysis while full of analyte.",NA,"phy","saSpecimenSet","anyCompartmentSet","procGrp","physical","naNomenclature",NA,NA,NA,"volumeUnitSet","seeUnitAggScale","linearAggrSet","genQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","0",NA,NA,NA,"Poids du tube vide","Le poids du tube utilisé pour l'analyse lorsqu'il est plein d'analyte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tyOtDep","Type other depreciate","methods",NA,"Description for other type of sample not listed in",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,100,"Type autre","Description d'un autre type d'échantillon non répertorié.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample","variables","typeOther",NA,"other' is deprecated"
"tyOtDep2","Type other depreciate2","attributes",NA,"Description of the site when the site is not listed. See siteType.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,100,"Autre type","Description du site d'échantillonnage dans le cas oé un type adéquat n'est pas disponible.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Site","variables","typeOther",NA,"other' is deprecated"
"uCampus","University campus","categories",NA,"Universityor college campus - comprising an entire campus or part of a campus.","See also 'Higher Education Domitory"".","naDomain","naSpecimenSet","anyCompartmentSet","colGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","1.1.0","2.0.0","added in version 1.1",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Campus universitaire","Campus universitaire.",NA,"higher ed other",NA,"Institution_type",NA,NA,NA,NA,"Institution Type","sites",NA,NA,"Site","variableCategories","type","uCampus",NA
"undisc","Undisclosed","missingness",NA,"A value has been recorded, however it was not included in the dataset.","Missing value indicator for data that has not been shared or disclosed with outside parties.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","1.0.0","2.0.0","added in V2.0.0","input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Non disséminé","Une valeur a été enregistrée, cependant elle n'a pas été incluse dans l'ensemble de données.","Indicateur de valeur manquante pour les données qui n'ont pas été partagées ou divulguées à des parties extérieures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unique","Unique sample","categories",NA,"A unique sample, not duplicated.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0, GitHub issue #94",NA,NA,NA,"input",NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Échantillon unique","Un échantillon unique, non dupliqué.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"refLink","Reference link","attributes",NA,"Link to the reference material for a part. May link to literature on a method, measure, etc.","Link to standard operating procedure for a measure or part. Part reference is a reference to a technical document that describes the part in detail. The reference could be a URL, DOI, or reference to a techincal report.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","1.0.0","2.0.0","description wording, structure","header","optional",7,NA,NA,NA,"header","optional",26,NA,NA,NA,"header","optional",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","optional",9,"header","optional",10,NA,NA,NA,NA,NA,NA,"header","mandatory",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","optional",6,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,255,"Lien de référence","Lien vers le matériel de référence d'une partie. Peut renvoyer à la documentation sur une méthode, une mesure, etc.","Lien vers le mode opératoire standard d'une mesure ou d'une partie. La référence de la pièce est une référence à un document technique qui décrit la partie en détail. La référence peut être une URL, un DOI ou une référence à un rapport technique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AssayMethod; Instrument","variables","referenceLink",NA,NA
"unitless","Unitless measure","units",NA,"A unit for unitless measures, like pH.",NA,"naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet","quantAggScale","linearAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0","Input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"float",NA,NA,0,30,"Mesure sans unité","Une unité pour les mesures sans unité, comme le pH.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unitlessUnitSet","Unitless unit set","unitSets",NA,"Unit set for measurements that does not have units.",NA,"naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"unitlessUnitSet","quantAggScale","naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Ensemble d'unités sans unité","Ensemble d'unités pour les mesures qui n'ont pas d'unités.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"units","Units","partType",NA,"The unit of the measurement.","Every measurement must have a unit. Meaning, `units` are a mandatory field whenever a measurement is recorded.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Unités","L'unité de la mesure.","Chaque mesure doit avoir une unité. En d'autres termes, les ""unités"" sont un champ obligatoire chaque fois qu'une mesure est enregistrée.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unitSet","Unit set","attributes",NA,"An idenfication of a set of units that can be used for a measure or method.",NA,"che","naSpecimenSet","waterCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Ensemble d'unités","Identification d'un ensemble d'unités pouvant être utilisées pour une mesure ou une méthode.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unitSets","Unit sets","partType",NA,"Sets of units. Contains units that are associated with part types such as measures.","Sets are lists of input values. Each input value within a set is a part (has a partID) that can be reused between sets. For example, a set A could contain the values of 'yes' and 'no'; and set B could contain the values of 'yes', 'no', and 'maybe.' partTypes with sets include aggregations, compartments, missingness, quality flags, specimens, and units. Measures with categories and dataTypes have their own specific sets (catSetID) because their input values are unique and are not reused.","naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,15,"Ensembles d'unités","Ensembles d'unités. Contiens les unités qui sont associées aux types de parties telles que les mesures.
"," Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"", et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec des ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"untracent","Ultracentrifugation","categories",NA,"Ultracentrifugation","Should typically be linked to a lower limit, and some indication of data spread (ie. standard deviation), and a mean/median measure.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet","quantAggScale","naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Ultracentrifugation","Ultracentrifugation",NA,"concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"upperCI95","Upper limit of a 95% confidence interval","aggregations",NA,"Specifies the the upper limit of a 95% confidence interval.","A catch-all category for upstream wastewater sampling sites, including major sewer pipelines and pumping stations.","naDomain","naSpecimenSet","waterCompartmentSet","colGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Limite supérieure d'un intervalle de confiance de 95%","Indique la limite supérieure d'un intervalle de confiance de 95 %.","Doit généralement être lié à une limite inférieure et à une indication de la dispersion des données (c'est-à-dire l'écart type), ainsi qu'à une mesure moyenne/médiane.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"upstream","Upstream sites","categories",NA,"A general site type for upstream wastewater sampling sites.",NA,"phy","siSaSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,"$\mu S / {cm}$",NA,"naUnitSet","quantAggScale","linearAggrSet","genQualitySet",NA,"active","1.1.0","2.0.0","description wording.","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Sites en amont","Type de site général pour les sites d'échantillonnage des eaux usées en amont.","CatSetégorie fourre-tout pour les sites d'échantillonnage des eaux usées en amont, y compris les grandes canalisations d'égout et les stations de pompage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uSCm","Micro-Siemens per centimetre","units",NA,"Micro-siemens per centimetre.","Deprecated in version 2, please do not use. MeasureID will be associated with site, with site specified as the specimen as well.","naDomain","naSpecimenSet","waterCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","depreciated","1.0.0","2.0.0","depreciated","input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,12,"Micro-Siemens par centimètre","Micro-Siemens par centrimètre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unit",NA,NA
"uSiteMeasureID","U site measure ID","attributes",NA,"Unique identifier for each measurement for a site.",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","naAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"ID de la mesure du site U","Identifiant unique pour le site d'échantillonnage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SiteMeasure","variables","uSiteMeasureID",NA,"depricate???"
"utc","Coordinated universal time (UTC) zone","attributes",NA,"UTC – Time zone.","Preprogrammed into dictionary tables, not editable by users.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.1.0","2.1.0","added in V2.1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",14,NA,NA,NA,NA,"varchar",NA,NA,0,75,"Zone de temps universel coordonné (UTC)","UTC - Fuseau horaire.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"utcDST","Coordinated universal time (UTC) zone in daylight savings","attributes",NA,"Time zone during Daylight Saving Time.","Preprogrammed into dictionary tables, not editable by users.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.1.0","2.1.0","added in V2.1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",15,NA,NA,NA,NA,"varchar",NA,NA,0,75,"Zone de temps universel coordonné (UTC) en heure d'été","Fuseau horaire pendant l'heure d'été.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
