Version,2.2.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
tra002305,fra,wgs,Séquençage du génome entier,Spécifie la stratégie de séquençage du génome entier (WGS) pour le séquençage génétique.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002306,fra,wI,Intervalle de 95% large,"L'intervalle de 95% est trop large, faible confiance dans les résultats.","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.",2.0.0,2.0.0,added in V2.0.0,
tra002307,fra,samples,Table de rapport de l'échantillon,La table qui contient de l'information sur un échantillon donné,NA,1.0.0,2.0.0,"Change name, structure",
tra002308,fra,windSpeedUnitSet,Unité de vitesse du vent,Ensemble d'unités pour les mesures de la vitesse du vent.,NA,1.0.0,2.0.0,"description wording, structure",
tra002309,fra,orgSector,Secteur de l'organisation,Le secteur d'une organisation,NA,2.0.0,2.0.0,added in V2.0.0,
tra002310,fra,wrongStorage,MauvaisStockage,L'échantillon a été stocké de manière inappropriée.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002311,fra,wrongTemp,mauvaisTemp,L'échantillon a été stocké à une température inappropriée.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002312,fra,wSphere,World Sphere,En-tête de la World Sphere,NA,2.0.0,2.0.0,added in V2.0.0,
tra002313,fra,wSphereNotes,Notes sur W-SPHERE,Notes sur la World Sphere,NA,1.0.0,2.0.0,"description wording, structure",
tra002314,fra,wwtp,Station d'épuration des eaux usées,Un type de site général pour les stations de traitement des eaux usées.,"Utilisé comme catégorie fourre-tout pour les stations d'épuration des eaux usées industrielles ou municipales qui transportent des eaux usées combinées ou sanitaires, ou des lagunes.",1.0.0,2.0.0,"description wording, structure",
tra002315,fra,cra,crAssphage-N,crAssphage,NA,1.0.0,2.0.0,"description wording, structure",
tra002316,fra,ppmv,PMMoV-CP,Région du gène de la capside du virus de la marbrure légére du piment ,NA,1.0.0,2.0.0,"description wording, structure",
tra002317,fra,years,Années,Unité permettant d'indiquer une durée en années.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002318,fra,zoneName,Nom anglais des sous-domaines de pays,Le nom en anglais du sous-domaine d'un pays donné.,"Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
tra002319,fra,dataTypes,Type de données,Le type de données pour une partie.,"Les types de données utilisés dans l'ODM comprennent : varchar, booleen, float, category, date, time, datetime, url, email. dataType correspond à l'entrée ou à la cellule dans une table de données, le plus souvent dans une table de rapport. Si l'entrée de données a une unité, alors le type de données correspond à l'unité et le type de données fait référence à 'unité'. Si l'entrée de données est une catégorie, alors le dataType fait référence à 'category'. Toutes les catégories sont de type varchar. Sinon, le type de données est identifié dans l'entrée de la pièce. TBA : type de données pour le dictionnaire.",2.0.0,2.0.0,added in V2.0.0,
tra002320,fra,minValue,Valeur minimale dictionnaire,La valeur minimale d'une partie.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002321,fra,maxValue,Valeur maximale dictionnaire,La valeur maximale d'une partie.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002322,fra,vax4plus,Population ayant reçu 4 doses de vaccin ou plus,Population avec 4 doses de vaccin,NA,2.2.0,2.2.0,Added in V 2.2.0,
tra002323,fra,vax1p,Population ayant reçu 1 ou plusieurs doses de vaccin,"Spécifie la partie de la population ayant reçu 1 dose de vaccin ou plus, le vaccin étant spécifié dans le champ de mesure.",Unité utilisée pour spécifier une mesure du niveau de vaccination à l'échelle de la population.,2.2.0,2.2.0,Added in V 2.2.0,
tra002324,fra,vax2p,Population ayant reçu 2 doses de vaccin ou plus,"Spécifie la partie de la population ayant reçu 2 doses de vaccin ou plus, avec le vaccin spécifié dans le champ de mesure.",Unité utilisée pour spécifier une mesure du niveau de vaccination à l'échelle de la population.,2.2.0,2.2.0,Added in V 2.2.0,
tra002325,fra,vax3p,Population ayant reçu 3 doses de vaccin ou plus,"Précise la part de la population ayant reçu 3 doses de vaccin ou plus, le vaccin étant spécifié dans le champ de mesure.",Unité utilisée pour spécifier une mesure du niveau de vaccination à l'échelle de la population.,2.2.0,2.2.0,Added in V 2.2.0,
tra002326,fra,vax4p,Population ayant reçu 4 doses de vaccin ou plus,"Spécifie la partie de la population ayant reçu 4 doses de vaccin ou plus, le vaccin étant spécifié dans le champ de mesure.",Unité utilisée pour spécifier une mesure du niveau de vaccination à l'échelle de la population.,2.2.0,2.2.0,Added in V 2.2.0,
tra002327,fra,airportTemplate,Modèle de surveillance d'aéroport,Ensemble de fractions pour les noms larges.,NA,2.0.0,2.1.0,Update,
tra002328,fra,airportSheetSet,Ensemble de fichiers de l'aéroport,Ensemble de compartiments pour les noms larges.,`ODM_template-planes_{version}.xlxs,2.0.0,2.0.0,added in V2.0.0,
tra002329,fra,stepIDSub,Step ID Subject,"Le sujet de la relation entre une étape du protocole et une autre étape ou un protocole, dans un conteneur d'ID de protocole.","Remplissez ce champ en utilisant l'ID d'étape du protocole (partID = stepID). Avec `protocolIDObj` ou `stepIDObj` et `relationshipID`, la relation de protocole est définie comme suit : [protocolIDSubject ou stepIDSubject] [relationshipID] [protocolIDObject ou stepIDObject]. Ex : stepIDSubject précède protocolIDObject.",2.0.0,2.0.0,added in V2.0.0,
tra002330,fra,hCo,Voir l'en-tête du compartiment,Le volume d'un échantillon donné.,Il ne s'agit pas d'une donnée d'entrée valable pour le compartiment dans les modèles généraux.,2.2.0,2.2.0,added in V2.2.0,
tra002331,fra,hSp,Voir l'en-tête du spécimen,Un indicateur pour montrer dans un nom large que les informations sur les spécimens se trouvent dans une colonne différente.,Ce n'est pas une valeur valide pour le spécimen dans les modèles standard de format long.,2.2.0,2.2.0,added in V2.2.0,
tra002332,fra,hFr,Voir l'en-tête pour la fraction analysée,Un indicateur dans les noms larges pour montrer que les informations sur la fraction analysée se trouvent dans un en-tête séparé.,Valeur non valide pour la fraction analysée dans le format long standard.,2.2.0,2.2.0,added in V2.2.0,
tra002333,fra,wideSpecimenSet,Ensemble de spécimens pour les noms larges,Ensemble de spécimens pour les noms larges.,Pour les grands noms.,2.2.0,2.2.0,Added in V 2.2.0,
tra002334,fra,wideFractionSet,Ensemble de fractions pour noms larges,Jeu de fractions pour les noms larges.,Pour de grands noms.,2.2.0,2.2.0,Added in V 2.2.0,
tra002335,fra,wideCompartmentSet,Ensemble de compartiments pour noms larges,Ensemble de compartiments pour les noms larges.,Pour de grands noms.,2.2.0,2.2.0,Added in V 2.2.0,
tra002336,fra,hMe,Voir l'en-tête pour la mesure,Un indicateur pour montrer dans un nom large que l'information sur les mesures se trouve dans une colonne différente.,Valeur non valide pour la mesure dans le format long standard.,2.2.0,2.2.0,added in V2.2.0,
tra002337,fra,hUn,Voir l'en-tête pour l'unité,Un indicateur pour montrer dans un nom large que l'information sur l'unité se trouve dans une colonne différente.,Valeur non valide pour unité dans le format long standard.,2.2.0,2.2.0,added in V2.2.0,
tra002338,fra,hAg,Voir l'en-tête pour l'agrégation,Un indicateur pour montrer dans un nom large que l'information sur l'agrégation se trouve dans une colonne différente.,Valeur non valide pour l'agrégation dans le format long standard.,2.2.0,2.2.0,added in V2.2.0,
tra002339,fra,vsv,Cible du virus de la stomatite vésiculaire (VSV),Le virus de la stomatite vésiculaire est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002340,fra,oor,Valeur en dehors de la marge de fluctuation,La valeur se situe en dehors de la fourchette autorisée pour le contrôle de la qualité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002341,fra,out,La valeur est aberrante,La valeur est aberrante et peut être de qualité douteuse.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002342,fra,dna,Modèle d'ADN,La matrice d'acide désoxyribonucléique (ADN) est utilisée pour les travaux de PCR ou de séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002343,fra,rna,Modèle d'ARN,La matrice d'acide ribonucléique (ARN) est utilisée pour les travaux de PCR ou de séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002344,fra,tempSet,Ensemble de modèles,L'ensemble organisateur pour les modèles.,NA,2.2.0,2.2.0,Added in V 2.2.0,
tra002345,fra,samVol,Volume de l'échantillon,Le volume d'un échantillon donné.,NA,2.2.0,2.2.0,Added in V 2.2.0,
tra002346,fra,source,Source du nom large,La base de données ou la table à l'origine du nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002347,fra,wideProtocol,Protocole spécifié (table large),Identifiant unique d'un protocole dans une table large uniquement. ,NA,2.2.0,2.2.0,added in V2.2.0,
tra002348,fra,wideAttribute,Attribut spécifié (tableau large),Identifiant unique d'un attribut dans une table large uniquement. ,NA,2.2.0,2.2.0,added in V2.2.0,
tra002349,fra,wideNameType,Type de nom large,"Le type de nom large généré. Les options possibles sont mesure, protocole ou attribut.",NA,2.2.0,2.2.0,added in V2.2.0,
tra002350,fra,reportTableName,Nom de la table d'états (table large),La table de rapport à partir de laquelle le nom large est appelé.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002351,fra,reportTableInput,Entrée de la table de rapport (table large),Le nom court de la table source répertoriée.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002352,fra,partTypeName,Nom du type de pièce (tableau large),Le type de pièce utilisé dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002353,fra,partTypeInput,Entrée du type de pièce (table large),L'identifiant de la partie (partID) du type de partie utilisé dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002354,fra,compartmentName,Nom du compartiment (tableau large),Le compartiment référencé pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002355,fra,compartmentInput,Entrée compartiment (tableau large),Le partID du compartiment utilisé dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002356,fra,specimenName,Nom de l'échantillon (tableau large),Le spécimen référencé pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002357,fra,specimenInput,Entrée spécimen (table large),Le partID du spécimen utilisé dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002358,fra,fractionName,Nom de la fraction (tableau large),La fraction analysée référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002359,fra,fractionInput,Entrée de la fraction (tableau large),Le partID de la fraction utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002360,fra,measureName,Nom de la mesure (tableau large),La mesure référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002361,fra,measureInput,Entrée de la mesure (tableau large),Le partID de la mesure utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002362,fra,methodName,Nom de la méthode (tableau large),La méthode référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002363,fra,methodInput,Entrée méthode (tableau large),Le partID de la méthode utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002364,fra,unitName,Nom de l'unité (tableau large),L'unité référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002365,fra,unitInput,Entrée de l'unité (tableau large),Le partID de l'unité utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002366,fra,aggregationName,Nom de l'agrégation (tableau large),L'agrégation référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002367,fra,aggregationInput,Entrée de l'agrégation (table large),Le partID de l'agrégation utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002368,fra,reportable,Indicateur de données à déclarer,"Indicateur permettant de déterminer si une mesure doit être rapportée ou non, basé sur la confiance dans la mesure et les méthodes qui sont appliquées.",NA,2.0.0,2.1.0,added in V2.0.0,
tra002369,fra,attributeName,Nom de l'attribut (tableau large),L'attribut référencé pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002370,fra,attributeInput,Entrée attribut (table large),Le partID de l'attribut utilisé dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002371,fra,minLength,Longueur minimale,La longueur minimale d'une partie. ,NA,2.0.0,2.0.0,added in V2.0.0,
tra002372,fra,maxLength,Longueur maximale,La longueur minimale d'une partie. ,NA,2.0.0,2.0.0,added in V2.0.0,
tra002373,fra,severity,Indicateur de sévérité,Un indicateur de la sévérité ou de la gravité d'un indicateur de qualité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002374,fra,detailsDep,Accès aux Détailles,Indique si des informations supplémentaires sur la confidentialité de la mesure sont disponibles.,NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",
tra002375,fra,isoCode,Code de pays de l'ISO 3166-1 alpha-2,"Le code ISO 3166-1 alpha-2, un code de pays à deux lettres qui est également utilisé pour créer le code de sous-division de pays ISO 3166-2 et le domaine de premier niveau du code de pays Internet.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
tra002376,fra,changes,Colonne des changements,Une colonne pour enregistrer les changements de la version 1 de l'ODM à la version 2.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002377,fra,isoZone,Code ISO 3166-2 pour les sous-domaines d'un pays,"Les codes de l'ISO 3166-2 pour les noms des principales sous-divisions (par exemple, provinces, états, départements, régions) de tous les pays codés dans l'ISO 3166-1.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
tra002378,fra,enumeration,Enumération pour les valeurs de l'ensemble,"La valeur numérique qui correspond à une valeur donnée dans un ensemble, défini dans le tableau des ensembles.",NA,2.2.0,2.2.0,added in V2.2.0,
tra002379,fra,utilities,Secteur ou organisation des services publics,"Décrit les organisations qui gèrent ou fournissent des services d'utilité publique, qu'il s'agisse d'eau, de gaz, de chauffage, etc.",NA,2.2.0,2.2.0,added in V2.2.0,
tra002380,fra,dataColl,Secteur ou organisation de la collecte de données,"Décrit les organisations qui collectent, compilent, analysent ou gèrent des données.",NA,2.2.0,2.2.0,added in V2.2.0,
tra002381,fra,research,Secteur ou organisation de la recherche,Décrit les organisations qui se concentrent sur la production de recherche.,NA,2.2.0,2.2.0,added in V2.2.0,
