langID,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes,
fra,tkn,Azote total Kjeldahl,"Mesure de l'azote total de Kjeldahl, c'est-à-dire la somme de l'azote lié aux substances organiques, de l'azote sous forme d'ammoniac (NH3-N) et d'ammonium (NH4+-N) dans l'analyse chimique du sol, de l'eau ou des eaux usées.",NA,2.0,2.0,added in version 2,,
fra,tn,Azote total,"Azote total, exprimé en N",NA,1.0,2.0,"description wording, structure",,
fra,tp24s,Echantillon 24 heures proportionnel au temps,"Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0,2.0,depreciated,,
fra,organizationsRequired,Exigences relatives à la table des organisations,Spécifie les colonnes requises dans une table Organisations.,NA,2.0,2.0,added in V2.0,,
fra,trizol,"Trizol, billes magnétiques zymo avec nettoyeur et concentrateur zymo","Extraction d'acides nucléiques réalisée à l'aide de la méthode trizol, billes zymo mag w/ zymo clean and concentrator.",NA,2.0,2.0,added in version 2,,
fra,ts,Solides Totaux,Solides totaux,NA,1.0,2.0,"description wording, structure",,
fra,tss,Matières en Suspension,Matiéres en suspension,NA,1.0,2.0,"description wording, structure",,
fra,tssConc,Concentration des matières en suspension,Matiéres en suspension,NA,1.0,2.0,"description wording, structure",,
fra,turb,Tubidité,"Mesure de la turbidité de l'eau ou d'un échantillon liquide, quantifiant la clarté ou l'opacité relative d'un liquide. Très révélateur de la qualité de l'eau.",NA,1.0,2.0,github issue #122,,
fra,turbidityUnitSet,Ensemble d'unités de turbidité,Ensemble d'unités pour les mesures de turbidité.,NA,2.0,2.0,added in version 2,,
fra,tyOtDep,Type autre,Description d'un autre type d'échantillon non répertorié.,NA,1.0,2.0,depreciated,,
fra,tyOtDep2,Autre type,Description du site d'échantillonnage dans le cas oé un type adéquat n'est pas disponible.,NA,1.0,2.0,depreciated,,
fra,uCampus,Campus universitaire,Campus universitaire.,NA,1.1,2.0,added in version 1.1,,
fra,UJ,UJ,"Le cycle de quantification observé est supérieur à la valeur d'interception de la courbe standard spécifique à l'expérience, mais des preuves d'une amplification claire étaient présentes (c'est-à-dire un signal "" trace "" observé) ; la valeur rapportée est basée sur l'extrapolation de la courbe standard dans la région non linéaire.",NA,2.0,2.0,added in version 2,,
fra,undisc,Non disséminé,"Une valeur a été enregistrée, cependant elle n'a pas été incluse dans l'ensemble de données.",Indicateur de valeur manquante pour les données qui n'ont pas été partagées ou divulguées à des parties extérieures.,1.0,2.0,added in version 2,,
fra,unique,Échantillon unique,"Un échantillon unique, non dupliqué.",NA,2.0,2.0,added in version 2,,
fra,unit,Type de partie de l'unité,Unité de la mesure.,NA,2.0,2.0,added in version 2,,
fra,reportable,Indicateur de données à déclarer,"Indicateur permettant de déterminer si une mesure doit être rapportée ou non, basé sur la confiance dans la mesure et les méthodes qui sont appliquées.",NA,2.0,2.0,added in version 2,,
fra,unitless,Mesure sans unité,"Une unité pour les mesures sans unité, comme le pH.",NA,2.0,2.0,added in version 2,,
fra,unitlessUnitSet,Ensemble d'unités sans unité,Ensemble d'unités pour les mesures qui n'ont pas d'unités.,NA,2.0,2.0,added in version 2,,
fra,partDesc,Description de la partie,Description de la partie.,"Fournit une description de la partie, utilisée pour la tranlsation.",2.0,2.0,added in V2.0,,
fra,untracent,Ultracentrifugation,Ultracentrifugation,NA,2.0,2.0,added in version 2,,
fra,upperCI95,Limite supérieure d'un intervalle de confiance de 95%,Indique la limite supérieure d'un intervalle de confiance de 95 %.,"Doit généralement être lié à une limite inférieure et à une indication de la dispersion des données (c'est-à-dire l'écart type), ainsi qu'à une mesure moyenne/médiane.",2.0,2.0,added in version 2,,
fra,uq,UQ,"Non quantifiable, la valeur Ct dépasse la valeur maximale de la courbe standard. Il y a eu une détection, mais nous ne pouvons pas la quantifier avec certitude",NA,2.0,2.0,added in version 2,,
fra,uSCm,Micro-Siemens par centimètre,Micro-Siemens par centrimètre.,NA,1.1,2.0,description wording.,,
fra,uSiteMeasureID,ID de la mesure du site U,Identifiant unique pour le site d'échantillonnage.,NA,1.0,2.0,depreciated,,
fra,v2930l,Gène cible de la variante delta v2930l,Gène cible v2930l de la variante delta.,NA,2.0,2.0,added in version 2,,
fra,validationStudy,Étude de validation,Une mesure ou un échantillon prélevé pour une étude de validation.,NA,2.0,2.0,added in version 2,,
fra,lastEdited,Date de mise à jour,Date à laquelle l'information a été reportée une premiére fois ou mise à jour.,NA,1.0,2.0,added in V2.0,,
fra,varchar,Type de données de caractères variables,Le type de données pour les données de caractères variables.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in version 2,,
fra,varFreq,Fréquence des variants détectés,Description de la fréquence d'une variante détectée.,Mesuré par séquençage.,2.0,2.0,added in version 2,,
fra,variant,Classe des variants,Spécifie une collection de mesures/méthodes liées aux variantes d'un agent pathogène.,NA,2.0,2.0,added in version 2,,
fra,varOth,Variantes Autre,Utilisé pour signaler les variantes détectées pour lesquelles un measureID spécifique n'existe pas encore. L'équipe ODM migrera périodiquement les réponses collectées dans cette catégorie vers des measureIDs définis.,"Veuillez écrire un nom officiel pour la nouvelle variante qui a été détectée, et spécifier la nomenclature que vous utilisez avec le nomenclatureID.",2.0,2.0,added in version 2,,
fra,vax1,Population avec 1 dose de vaccin,Une mesure de la population ayant reçu une seule dose de vaccin.,NA,2.0,2.0,added in version 2,,
fra,vax2,Population ayant reçu 2 doses de vaccin,Population ayant reçu 2 doses de vaccin,NA,2.0,2.0,now a unit for any group or biologic infection,,
fra,vax3,Population ayant reçu 3 doses de vaccin,Population ayant reçu 3 doses de vaccin,NA,2.0,2.0,now a unit for any group or biologic infection,,
fra,virusMisc,Groupe des virus divers,Un groupe de mesures/méthodes relatives à divers virus.,"Les virus divers sont souvent mesurés à des fins de normalisation ou de standardisation et n'ont qu'une seule mesure ou méthode. Lorsqu'un virus possède plusieurs mesures, il se verra attribuer son propre groupID dans les versions actualisées du dictionnaire.",2.0,2.0,added in version 2,,
fra,vol,Volume total d'eau ou de boue prélevée.,Volume total d'eau ou de boue échantillonné.,NA,1.0,2.0,NA,,
fra,volPr,Échantillon proportionnel au volume,Un échantillon proportionnel au volume généralement collecté par un passeur d'échantillons.,Utilisé pour l'analyse de l'eau ou de l'air,2.0,2.0,added in version 2,,
fra,volumeUnitSet,Ensemble d'unités de volume,Ensemble d'unités pour les mesures de volume.,NA,2.0,2.0,added in version 2,,
fra,vss,Matières volatiles en suspension,Matiéres volatiles en suspension,NA,1.0,2.0,"description wording, structure",,
fra,vssIg,Matières en suspension volatiles - Allumage,"Une mesure de la qualité de l'eau, obtenue par la perte au feu de la masse des solides totaux en suspension mesurés. Cette ignition a généralement lieu dans un four à une température de 550 °C à 600 °C. Elle représente la quantité de matières volatiles présentes dans la fraction solide de la solution mesurée.",NA,2.0,2.0,added in version 2,,
fra,water,Eau duplication,Eau non-usée provenant de toute étendue d'eau.,NA,1.0,2.0,depreciated,,
fra,naSpecimenSet,Ensemble de spécimen non applicable,Non applicable.,"Utilisez ""non applicable"" lorsqu'il n'y a pas de spécimen pour la partie.",2.0,2.0,added in V2.0,,
fra,watTemp,Température des eaux usées,Température de l'eau usée.,NA,1.0,2.0,"description wording, structure",,
fra,poSpecimenSet,Ensemble de spécimens de population,Un ensemble de spécimens qui comprend uniquement un spécimen de population.,NA,2.0,2.0,added in version 2,,
fra,saSpecimenSet,Ensemble de spécimens d'échantillon,Un ensemble de spécimens qui comprend uniquement un spécimen d'échantillon.,NA,2.0,2.0,added in version 2,,
fra,who,Nomenclature WHO,Précise la variante ou la nomenclature génétique telle que définie par l'Organisation mondiale de la santé.,NA,2.0,2.0,added in version 2,,
fra,wI,Intervalle de 95% large,"L'intervalle de 95% est trop large, faible confiance dans les résultats.","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.",2.0,2.0,added in version 2,,
fra,weath,Météo,Une mesure de la météo saisie par des catégories qualitatives ; fait partie d'une série plus large de mesures de la météo qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.,NA,2.0,2.0,added in version 2,,
fra,wind,Vitesse du vent,Mesure de la vitesse du vent ; fait partie d'une série plus large de mesures météorologiques qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.,NA,2.0,2.0,added in version 2,,
fra,windSpeedUnitSet,Ensemble d’unités pour la vitesse du vent,Ensemble d’unités pour les mesures de la vitesse du vent,NA,2.0,2.0,added in version 2,,
fra,wMeasureID,Identification de la mesure (table large),Identifiat unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures effectuées sur un échantillon sont réalisées en méme temps dans le méme laboratoire. Suggestion: siteID_sampleID_LabID_reportDate_ID.,NA,1.0,2.0,"description wording, structure",,
fra,wrongStorage,MauvaisStockage,L'échantillon a été stocké de manière inappropriée.,NA,2.0,2.0,added in version 2,,
fra,wrongTemp,mauvaisTemp,L'échantillon a été stocké à une température inappropriée.,NA,2.0,2.0,added in version 2,,
fra,wwtpCap,Capacité nominale de la station d'épuration des eaux usées,"Mesure de la capacité nominale d'une station d'épuration des eaux usées, c'est-à-dire de la quantité d'eau qu'elle est censée pouvoir contenir et traiter.",Correspond à des unités de millions de gallons par jour ou à des équivalents de population.,2.0,2.0,added in version 2,,
fra,wwtpInd,Station d'épuration des eaux usées industrielles,Station de traitement des eaux usées industrielle.,NA,1.0,2.0,"description wording, structure",,
fra,wwtpMuC,Station d'épuration municipales pour les eaux usées combinées,Station de traitement des eaux usées municipales pour égouts combinés.,NA,1.0,2.0,"description wording, structure",,
fra,wwtpMuS,Station d'épuration des eaux usées municipales pour les eaux usées sanitaires uniquement,Station de traitement des eaux usées municipales pour égouts sanitaires seulement.,NA,1.0,2.0,"description wording, structure",,
fra,y505h,Gène cible de la variante omicron y505h,Gène cible y505h de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,country,Pays,Le pays où se trouve un site ou une organisation ; partie de l'adresse.,NA,1.0,2.0,"description wording, structure",,
fra,zymoEnv,Trousse d’ARN pour l’eau environnementale/trousse d’ARN pour l’eau environnementale (cat. r2042),Extraction d'acides nucléiques réalisée à l'aide de la trousse zymo environ water rna kit/ zymo environ water rna kit (cat. r2042).,NA,2.0,2.0,added in version 2,,
fra,zymoQuick,Miniprep fongique/bactérien de zymo quick-ARN #r2014,Extraction des acides nucléiques réalisée à l'aide de la trousse zymo quick-rna fungal/bacterial miniprep #r2014.,NA,2.0,2.0,added in version 2,,
fra,wwtp,Station d'épuration des eaux usées,Un type de site général pour les stations de traitement des eaux usées.,"Utilisé comme catégorie fourre-tout pour les stations d'épuration des eaux usées industrielles ou municipales qui transportent des eaux usées combinées ou sanitaires, ou des lagunes.",1.0,2.0,"description wording, structure",,
fra,arTemp,Température d'arrivée,La température d'un échantillon à son arrivée au laboratoire pour analyse.,NA,1.0,2.0,added,,
fra,upstream,Sites en amont,Type de site général pour les sites d'échantillonnage des eaux usées en amont.,"CatSetégorie fourre-tout pour les sites d'échantillonnage des eaux usées en amont, y compris les grandes canalisations d'égout et les stations de pompage.",1.0,2.0,"description wording, structure",,
fra,siSaSpecimenSet,Ensemble de spécimens de site ou d'échantillon,Un ensemble de spécimens qui comprend un spécimen de site ou d'échantillon.,NA,2.0,2.0,added in version 2,,
fra,primer,Amorce génétique,ID de la méthode utilisé pour indiquer l'amorce utilisée pour un essai de RCP ou de séquençage.,NA,2.0,2.0,added in version 2,,
fra,siSpecimenSet,Ensemble de spécimens de site,Un ensemble de spécimens qui ne comprend qu'un spécimen de site.,NA,2.0,2.0,added in version 2,,
fra,qualAggScale,Qualitatif,"L'échelle d'agrégation ""qualitative"".",NA,2.0,2.0,added in V2.0,,
fra,quantAggScale,Quantitatif,"L'échelle d'agrégation ""quantAggScale"".",NA,2.0,2.0,added in V2.0,,
fra,aggScale,Type de partie d'échelle d'agrégation,Le type de partie pour les échelles d'agrégation.,NA,2.0,2.0,added in V2.0,,
fra,partID,ID de la partie,L'identifiant unique de toute entité dans le dictionnaire.,"Chaque entité de l'ODM possède un partID. Les partIDs sont courts. Les partIDs qui sont construits par différents attributs de la partie peuvent avoir jusqu'à 28 caractères (vérifier le maximum), mais chaque attribut de la partie doit avoir de 1 à 5 caractères. Les partIDs sont lisibles par la machine, mais un utilisateur averti peut comprendre ce qu'ils représentent. Les partIDs sont utilisés, par exemple, comme en-tête dans une table d'entrée Excel. Les nombres sont autorisés mais il n'y a pas d'autres caractères spéciaux autres que `_`. `_` est un caractère réservé qui est utilisé pour générer un partID en utilisant un composant ou des attributs de table. Un partID pour un sous-composant est automatiquement généré en utilisant les attributs d'un composant. Par exemple, le partID du composant `SARS-CoV-2` est `covid`. `Covid` peut avoir de nombreux sous-composants, y compris différents groupes (Covid-19-al, Covid-19-va, ovid-pr (allèle, variant ou protéine) ou des unités et des agrégats (c'est-à-dire covid-al-N1-mean-cpl représentant l'allèle ovid N1, l'observation moyenne des copies virales par litre d'effluent). Une approche similaire pour nommer les sous-composants est utilisée pour nommer les parties d'un reportTable.",2.0,2.0,added in V2.0,,
