langID,partID,partLab,partDesc,partInstr
fr,sEfflu,Effluent du décanteur secondaire,Effluent obtenu aprés un décanteur secondaire.,NA
fr,self,Accès à soi,"Si ""Non"", la donnée ne sera pas accessible par le reporteur lui-méme. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA
fr,sentDate,Date d'envoi de l'échantillon,La date à laquelle l'échantillon a été envoyé pour être analysé dans un laboratoire.,NA
fr,septage,Eaux usées de la fosse septique ,Eaux usées de la fosse septique ,NA
fr,septTnk,Fosse septique,Fosse septique.,NA
fr,seqQualitySet,Ensemble de qualité de séquençage,Ensemble d'indicateurs de qualité pour le séquençage,NA
fr,sequence,Classe de séquençage génétique,Spécifie une collection de mesures/méthodes liées au séquençage génétique.,NA
fr,sese,Sédiments d'égouts,Sédiments provenant des égouts.,NA
fr,setID,ID de l'ensemble,Le nom d'un ensemble de valeurs.,"Un ensemble est un groupe d'unités, d'attributs, de catégories, de spécimens ou de compartiments qui peuvent être utilisés pour une mesure, une méthode ou un attribut."
fr,setLUs,Table de recherche des ensembles,"Table de recherche pour tous les ensembles, gérant la manière dont les entrées catégorielles pour les différentes méthodes et attributs sont regroupées.","Cette table gère les relations de type ""many-to-many"" et le recyclage des catégories au sein de l'ODM."
fr,setProvanceID,ID parentale de l'ensemble de la méthode,"Un ensemble de méthodes qui a servi comme fondement à un autre ensemble de méthodes. Cela peut être dû à des changements de version, ou à une référence à un ensemble de méthodes qui a été adapté ultérieurement.",NA
fr,setType,Type d'ensemble,"Le type d'ensemble. Par exemple, ensemble de qualité, ensemble d'agrégation, ensemble d'unités.",NA
fr,setValue,Valeur de l'ensemble,Le partID de la valeur ou de la catégorie de l'ensemble. ,"Rempli par toute partie où partType = aggregationSet, compartmentSet, qualitySet, specimentSet ou unitSet."
fr,setVersion,Version de l'ensemble de méthodes,Spécifie la version d'un ensemble de méthodes.,Version de l'ensemble de méthodes. Le versioning sémantique est recommandé.
fr,sGene,Gène cible de SRAS-CoV-2 S,Gène cible S de SRAS-CoV-2.,NA
fr,shedCat,Ensemble de catégories pour le bassin d'échantillonnage,L'ensemble de catégories contenant toutes les valeurs valides de sampleshed.,NA
fr,ship,Navire,Un bateau de croisière ou un autre navire.,NA
fr,shipOnIce,Transporté sur glace,L'échantillon a-t-il été gardé au froid lors du transport vers le laboratoire?,NA
fr,Si,Site,Mesure d'eau usée passant à travers un site,NA
fr,sin,Seul,"La valeur n'a subi aucune agrégation (donc, la valeur n'est pas une moyenne, un maximum, etc.). La valeur peut étre un réplica.",NA
fr,siSaSpecimen,Ensemble de spécimens de site ou d'échantillon,Un ensemble de spécimens qui comprend un spécimen de site ou d'échantillon.,NA
fr,siSpecimen,Ensemble de spécimens de site,Un ensemble de spécimens qui ne comprend qu'un spécimen de site.,NA
fr,siteDef,ID du site par défaut,"Identifiant de Site utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""siteID"" dans la table ""Site""",NA
fr,siteFeat,Groupe de caractéristiques du site,Un groupe de mesures/méthodes environnementales et celles qui se rapportent aux caractéristiques d'un site.,NA
fr,siteID,ID du site,Identifiant unique pour l'échantillon. Suggestion:siteID-date-index.,NA
fr,siteMeasureID,ID de la mesure du site,Identifiant unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures sont effectuées sur le méme échantillon.,NA
fr,sites,Table de site,La table qui contient de l'information sur un site ; l'endroit où un échantillon environnemental a été prélevé.,Le site d'un échantillon eviromental. Les informations contenues dans la table site ne changent pas régulièrement. Envisagez d'utiliser la table MeasureReport si les informations changent souvent. 
fr,siteTypeCat,Ensemble de catégories de sites,Ensemble de catégories pour le type de site d'échantillonnage.,NA
fr,siteTypeID,Type de site,Type de site ou d'institution du site d'échantillonnage.,NA
fr,skimMilkFloc,Floculation du lait écrémé,Floculation du lait écrémé,NA
fr,slope,pente,Valeur de la pente de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes."
fr,snfl,Lien vers le fichier du réseau d'égouts,Lien vers un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA
fr,snowy,Neigeux,"Catégorie qualitative pour la mesure météorologique, spécifiant un jour de neige.",NA
fr,sol,Fraction solide,Fraction solide.,NA
fr,solidSep,Séparation des solides,"Le procès utilisé pour séparer les phases solides et liquides de l'échantillon, soit avant, soit en l'absence de la méthode de concentration spécifiée dans ""methodConc"".",NA
fr,solidSeparationCat,Ensemble de catégories de séparation des solides,Ensemble de catégories pour la séparation des solides.,NA
fr,specHum,Humidité spécifique,L'unité d'humidité spécifique (teneur en eau). Le rapport entre la masse de la vapeur d'eau et la masse totale de la parcelle d'air.,rapporté comme : masse de vapeur (g) / masse d'air humide (kg)
fr,specHum,Humidité specifique,"Mesure d'humidité spécifique, l'unité est le rapport entre la masse de la vapeur d'eau et la masse de l'air total.",NA
fr,specHumidUnits,Ensemble d'unités d'humidité spécifique,Ensemble d'unités pour les mesures d'humidité spécifique.,NA
fr,specimen,Type de partie du spécimen,La substance sur laquelle l'observation a été faite.,Voir partID = specimentID
fr,specID,ID du spécimen,La substance ou la chose sur laquelle l'observation a été faite.,"Les spécimens comprennent : site, échantillon, personne et population."
fr,specSet,Groupes de spécimens,Un ensemble qui comprend différents types de cagettes de spécimens.,NA
fr,specSetPT,Type de partie d'ensemble de spécimens,Le type de partie pour les ensembles de spécimens.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,spikeMat,Objectif de contrôle de l'efficacité de la récupération,rec_eff_spike_matrix,NA
fr,spikeMatCat,Ensemble de catégories pour matrice enrichie,Catégories pour spikeMat (matrices dans lesquelles la cible de contrôle de l'efficacité de la récupération est injectée).,NA
fr,spikeTarget,Efficacité de la récupération de la matrice enrichie,Méthode spécifiant la cible de contrôle de l'efficacité de récupération. Elle correspond à l'ID de la méthode de la matrice enrichie.,Devrait typiquement être indexé comme une étape procédant à l'étape spikeMaterial methodID.
fr,spikeTargetCatSet,Ensemble de catégories pour l'efficacité de la récupération de la matiére enrichie,L'ensemble de catégories contenant toutes les catégories valides pour la cible de contrôle de l'efficacité de la récupération (ou de matrice enrichie).,NA
fr,spill,Échantillon renversé,Le contenu de l'échantillon s'est déversé du récipient.,NA
fr,sSludge,Boues du décanteur secondaire,Boue provenant d'un décanteur secondaire.,NA
fr,sss,refuge,Autre type d'hébergement des services sociaux,NA
fr,stabPnd,Étang de stabilisation,Spécifie un type de site qui est un bassin conçu et construit pour le traitement des eaux usées afin de réduire le contenu organique et d'éliminer les agents pathogènes des eaux usées.,NA
fr,standardConc,Classe de concentration standard,Spécifie une collection de mesures/méthodes liées aux concentrations standard.,NA
fr,pCode,Code postal ou zip,"Le code postal ou zip code pour une adresse donnée, spécifiant une zone géographique spécifique.",NA
fr,status,Statut,"Indique si la partie est toujours active et peut être utilisée dans la version la plus récente de l'ODM. Les valeurs sont ""actif"" ou ""inactif"".",NA
fr,stdConcentrationUnits,Ensemble d'unités de concentration standard,Ensemble d'unités pour les mesures de concentration.,NA
fr,sTemp,Température de stockage de l'échantillon en degrés Celsius,Température à laquelle l'échantillon est stocké en Celsius.,NA
fr,stepID,ID de l'étape de la méthode,L'identifiant unique pour une étape de méthode spécifique.,"Les étapes de la méthode sont les éléments constitutifs d'un ensemble de méthodes plus vaste, ces dernières étant liées à des rapports de mesure spécifiques."
fr,stepIndexID,Index de l'étape de la méthode,"Spécifie l'index d'une étape de méthode dans un ensemble de méthodes, c'est-à-dire l'ordre des étapes dans un ensemble.",NA
fr,stepProvanceID,ID parentale de l'étape de la méthode,"Une étape de méthode qui a servi de base à une autre étape de méthode. Cela peut être dû à des changements de version, ou à la référence à un ensemble de méthodes qui a été adapté par la suite.",NA
fr,stepVer,Version de l’étape de la méthode,Spécifie la version de l'étape de la méthode.,Version de la méthode d'analyse. Un versionnement de type sémantique est recommandé.
fr,storTempDef,température de stockage de l'échantillion,"Tempéraure de stockage par défaut quand un nouvel échantillon est créé pour ce site. Se référer é la colonne ""storageTempC"" dans la table ""Sample""",NA
fr,stoTim,Temps de stockage,Durée pendant laquelle un échantillon a été stocké.,NA
fr,subvar,Sous-variante ou lignée,"Unité utilisée pour signaler une lignée génétique spécifique, ou pour préciser qu'une variante signalée est une sous-variante d'une autre.","A utiliser en combinaison avec un ID de mesure de variante pour spécifier la filiation ; ex : measureID = Omicron, valeur = BA.2, unité = subvar"
fr,summ,Résumé,Bréve description de la méthode d'analyse et de comment celle-ci différe d'autres méthodes.,NA
fr,sunny,Ensoleillé,"Catégorie qualitative pour la mesure météorologique, spécifiant une journée claire et ensoleillée.",NA
fr,surface,Autre surface,Surface autre que le sol ou le bureau.,Voir aussi les catégories pour le sol et le bureau. 
fr,surfaceCompartment,Ensemble de compartiments de surface,Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment de la surface.,NA
fr,surfaceWaterCompartment,Ensemble de compartiments d’eau et de surface.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de la surface ou de l'eau.,NA
fr,surfSw,Écouvillon de surface,Écouvillon de surface.,NA
fr,swgTrck,Camion à eaux usées,Camion de vidange.,NA
fr,swrCat,Zone de captage d'un réseau d'égout,Zone de captage d'un réseau d'égout,NA
fr,swrSed,Sédiment d’égout,Sédiments provenant des égouts.,NA
fr,synthetic,Échantillon synthétique,"Spécifie un échantillon synthétique, ou dérivé artificiellement.",NA
fr,t19r,Gène cible de la variante delta t19r,Gène cible t19r de la variante delta.,NA
fr,t3646a,Gène cible de la variante delta t3646a,Gène cible t3646a de la variante delta.,NA
fr,t547k ,Gène cible de la variante omicron t547k,Gène cible t547k de la variante omicron.,NA
fr,t9i ,Gène cible de la variante omicron t9i,Gène cible t9i de la variante omicron.,NA
fr,table,Type de partie de tables,"Le type de partie pour les tables, qui stockent les enregistrements de mesures, de méthodes et d'attributs pour faciliter la création de rapports.","Un exemple de table est `site`, une collection d'attributs tels que le nom et l'adresse du site pour décrire l'endroit où les échantillons environnementaux sont prélevés. PHES-ODM dispose de tables de rapport, mais les utilisateurs peuvent également créer leurs propres tables."
fr,tableCat,Ensemble de catégories de colonnes de table,L'ensemble des catégories pour les entrées valides dans les colonnes des tableaux.,Ces catégories sont utilisées dans la liste des parties pour des colonnes portant le nom de tables afin d'indiquer la position et la fonction d'une partie donnée dans le diagramme entité-relation du modèle de données.
fr,taqpathN,Gène cible de SRAS-CoV-2 TaqPath N,Gène cible TaqPath N de SRAS-CoV-2.,NA
fr,taqpathS,Gène cible de SRAS-CoV-2 TaqPath S,Gène cible TaqPath N de SRAS-CoV-2.,NA
fr,temp,Température d'eau,"la température de l'échantillon au moment oé la mesure est prise, souvent é son arrivée au laboratoire.",NA
fr,tempClass,Classe de température.,Spécifie un ensemble de mesures/méthodes liées à la température.,NA
fr,temperatureUnits,Ensemble d'unités de température,Ensemble d'unités pour les mesures de température.,NA
fr,tempVol,Volume de la matrice d'acide nucléique,Le volume de la matrice d'ADN ou d'ARN utilisée pour la PCR. ,NA
fr,tesDate,Date du test,Date à laquelle le test de COVID-19 a été effectué.,NA
fr,test,Nombre de tests effectués,Nombre de tests effectués.,NA
fr,testing,Tests,Une mesure ou un échantillon prélevé pour tester une nouvelle méthode. Ces mesures sont généralement utilisées à l'intérieur du laboratoire et ne sont pas communiquées aux partenaires extérieurs.,NA
fr,tfCatSet,Ensemble de catégories Vrai-Faux,"Ensemble de catégories pour les attributs booléens ou binaires, contenant true et false.",L'ensemble est utilisé pour tout attribut ou mesure booléen.
