Version,2.3.0,,,,,,,,
translationID,lang,partID,label,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
sparsvN,spa,rsvN,Gen N del VSR,"Virus respiratorio sincitial humano, región del gen N.",NA,2.1.3,2.1.3,added in V2.1.3,
spart,spa,rt,transcripción inversa,Describe el ciclo de transcripción inversa en un proceso de PCR.,NA,2.2.0,2.2.0,added in V2.2.0,
sparubella,spa,rubella,Rubéola,Rubéola,NA,2.2.0,2.2.0,added in V2.2.0,
sparubellaGrp,spa,rubellaGrp,Grupo de rubéola,Grupo de medidas/métodos relacionados con el virus de la rubéola.,Se utiliza para describir la información del organismo para medidas generales.,2.2.0,2.2.0,added in V2.2.0,
spas2083i,spa,s2083i,Diana génica s2083i (variante ómicron),s2083i objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spas371l,spa,s371l,Diana génica s371l (variante ómicron),s371l objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spas373p,spa,s373p,Diana génica s373p (variante ómicron),s373p objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spas375f,spa,s375f,Diana génica s375f (variante ómicron),s375f objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spas477n,spa,s477n,Diana génica s477n (variante ómicron),s477n objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spasa,spa,sa,Muestra,Medida realizada en un compartimento o propiedad a partir de una muestra de una sustancia.,NA,2.0.0,2.0.0,added in V2.0.0,
spasalmonella,spa,salmonella,Salmonella,Salmonella,NA,2.2.0,2.2.0,added in V2.2.0,
spasalmonellaGrp,spa,salmonellaGrp,Grupo Salmonella,Grupo de medidas/métodos relacionados con la bacteria salmonella.,Se utiliza para describir la información del organismo para medidas generales.,2.2.0,2.2.0,added in V2.2.0,
spasaMaterial,spa,saMaterial,Material de muestra,Tipo de muestra.,NA,1.0.0,2.0.0,description wording additional categories added (from NWSS),
spasamConc,spa,samConc,Concentrado de muestra,Concentrado de muestra.,NA,1.0.0,2.0.0,NA,
spasampleID,spa,sampleID,ID de muestra,Identificador único de una muestra.,Sugerencia: siteID-date-index.,1.1.0,2.0.0,"description wording, structure",
spasampleIDObject,spa,sampleIDObject,Objeto ID de muestra,Rellenado por «sampleID»: especifica el objeto de una relación de muestra.,"Utilice «sampleID» para este campo. Junto con «sampleIDSub» y «relationshipID», la fila de «sampleRelationships» debería decir: [sampleIDSubject] es un [relationshipID] de [sampleIDObject].",2.0.0,2.0.0,added in V2.0.0,
spasampleIDSubject,spa,sampleIDSubject,Sujeto ID de muestra,Rellenado por «sampleID»: especifica el sujeto de una relación de muestra.,"Utilice «sampleID» para este campo. Junto con «sampleIDSub» y «relationshipID», la fila de «sampleRelationships» debería decir: [sampleIDSubject] es un [relationshipID] de [sampleIDObject].",2.0.0,2.0.0,added in V2.0.0,
spasampleMatSet,spa,sampleMatSet,Conjunto de materiales de muestra,Establecido para los tipos de material que se pueden encontrar en una muestra.,NA,2.0.0,2.0.0,added in V2.0.0,
spasampleQualitySet,spa,sampleQualitySet,Conjunto de calidad de muestra,Calidad establecida para una muestra.,NA,2.0.0,2.0.0,added in V2.0.0,
spasampleRelationships,spa,sampleRelationships,Tabla de relaciones de muestra,Tabla para registrar las relaciones entre muestras.,Las muestras se pueden agrupar o dividir. La tabla de relaciones de muestras contiene información sobre las relaciones padre-hijo entre las muestras y permite realizar un seguimiento del linaje de las muestras individuales y agrupadas.,2.0.0,2.0.0,added in V2.0.0,
spasampleRelationshipsID,spa,sampleRelationshipsID,ID sintético para la tabla sampleRelationships,Un ID único e incremental automáticamente generado para producir un identificador único y una clave principal para cada fila de la tabla sampleRelationships.,NA,2.2.0,2.2.0,added in V2.2.0,
spasampleRelationshipsOrder,spa,sampleRelationshipsOrder,Orden de columnas de la tabla de relaciones de muestra,Especifica el orden de las columnas en una tabla de relaciones de muestras.,NA,2.0.0,2.0.0,added in V2.0.0,
spasampleRelationshipsRequired,spa,sampleRelationshipsRequired,Encabezados obligatorios de la tabla de relaciones de muestra,Especifica las columnas necesarias en una tabla de relaciones de muestras.,NA,2.0.0,2.0.0,added in V2.0.0,
spasampleRelSet,spa,sampleRelSet,Conjunto de relaciones de muestra,Establecido para valores válidos de relationshipID en la tabla sampleRelationships.,Utilizar solo para la tabla sampleRelationships relationshipID.,2.0.0,2.0.0,added in V2.0.0,
spasamples,spa,samples,Tabla de informe de muestra,"La tabla que contiene información sobre una muestra. Una muestra se define como un volumen representativo de aguas residuales (u otras formas de agua o líquido), aire o superficie tomada de un sitio.","Las muestras se pueden combinar, dividir, almacenar y reutilizar. Las «relaciones entre muestras» (sampleRelationships) se utilizan para describir las relaciones entre muestras.",1.0.0,2.0.0,"Change name, structure",
spasampleShed,spa,sampleShed,Descarga de muestra (shed),"Área geográfica, espacio físico o estructura. Se toma una muestra de un sampleshed para obtener una medición representativa de una o varias sustancias.","Ejemplos: avión, residencia de ancianos, barrio, campus universitario, municipio",2.0.0,2.0.0,added in V2.0.0,
spasamplesOrder,spa,samplesOrder,Orden de columnas en tabla de muestras,Especifica el orden de las columnas en una tabla Samples.,NA,2.0.0,2.0.0,added in V2.0.0,
spasamplesRequired,spa,samplesRequired,Encabezados obligatorios de tabla de muestra,Especifica las columnas necesarias en una tabla Samples.,NA,2.0.0,2.0.0,added in V2.0.0,
spasampleTypeOther,spa,sampleTypeOther,Otra colección (obsoleta),Descripción de otro tipo de método no incluido en la colección. Depreciado.,NA,1.0.0,2.0.0,description wording,
spasamVol,spa,samVol,Volumen de muestra,El volumen de una muestra determinada.,NA,2.2.0,3.0.0,officially activate in v 3.0.0,
spasapovirus,spa,sapovirus,Sapovirus,Sapovirus,NA,2.2.0,2.2.0,added in V2.2.0,
spasapovirusGrp,spa,sapovirusGrp,Grupo Sapovirus,Grupo de medidas/métodos relacionados con los sapovirus.,Se utiliza para describir la información del organismo para medidas generales.,2.2.0,2.2.0,added in V2.2.0,
spasar,spa,sar,Nombre corto de tabla de relaciones de muestra,Nombre abreviado utilizado para hacer referencia a la tabla en la que se registran las relaciones entre muestras.,tabla,2.2.2,2.2.2,added in V 2.2.2,
spasarsCov2,spa,sarsCov2,SARS-CoV-2,Grupo de medidas/métodos relacionados con el virus SARS-CoV-2.,"Las medidas del SARS-CoV-2 tienen las siguientes clases: proteínas, alelos, variantes, mutaciones, enfermedades.",2.0.0,2.0.0,added in V2.0.0,
spasas,spa,sas,Nombre corto de tabla de informe de muestra,"Nombre abreviado utilizado para hacer referencia a la tabla que contiene información sobre una muestra. Una muestra se define como un volumen representativo de aguas residuales (u otras formas de agua o líquido), aire o superficie tomada de un sitio.",tabla,2.2.2,2.2.2,added in V 2.2.2,
spasaSpecimenSet,spa,saSpecimenSet,Conjunto de especímenes de muestra,Conjunto de muestras que incluye solo una muestra.,NA,2.0.0,2.0.0,added in V2.0.0,
spasC,spa,sC,Cobertura escasa,"La secuenciación muestra una cobertura escasa, es decir, la amplitud numérica de la cobertura parece adecuada, pero los gráficos de cobertura revelan que faltan fragmentos del genoma.","Si hay varios problemas que señalar, utilice la marca de problemas múltiples y explique los detalles en la sección de notas.",2.0.0,2.0.0,added in V2.0.0,
spasce,spa,sce,Efluente de clarificador secundario (obsoleto),Efluente obtenido después de los clarificadores secundarios.,"Obsoleto en la versión 2, no lo utilice. Duplicado de las categorías sampleMat; consulte esas.",1.0.0,2.0.0,"depreciated, used to be in site table.",
spascf,spa,scf,Frecuencia de curva estándar,Método para especificar la frecuencia con la que se utiliza una curva estándar (o «curva maestra»).,NA,2.0.0,2.0.0,added in V2.0.0,
spaschool,spa,school,Escuela,Una escuela que atiende a alumnos desde el jardín de infancia hasta el 12.º grado.,NA,1.0.0,2.0.0,"description wording, structure",
spasciencellRNA,spa,sciencellRNA,Kit ScienCell de aislamiento de ARN viral,Kit de aislamiento de ARN viral Sciencell.,NA,2.2.0,2.2.0,added in V2.2.0,
spascriptSet,spa,scriptSet,Conjunto de versiones de scripts de secuenciación,El conjunto para las versiones de script. ,NA,2.0.0,2.0.0,added in V2.0.0,
spascriptVersion,spa,scriptVersion,Versión del script de secuenciación genética,"Se utiliza para especificar el script o la versión del script utilizada para extraer información resumida (es decir, estadísticas de cobertura y frecuencia de mutaciones, etc.) de los resultados de la secuenciación.",NA,2.0.0,2.0.0,added in V2.0.0,
spascsDep,spa,scsDep,Lodo del clarificador secundario (obsoleto),Lodos producidos por los clarificadores secundarios.,"Obsoleto en la versión 2, no lo utilice. Duplicado de las categorías sampleMat; consulte esas.",1.0.0,2.0.0,"depreciated, site material like this now captured in sample table",
spasd,spa,sd,Desviación estándar,Desviación estándar.,NA,1.0.0,2.0.0,NA,
spasdn,spa,sdn,Desviación estándar normalizada,Desviación estándar normalizada.,NA,1.0.0,2.0.0,NA,
spase,spa,se,Nombre corto de tabla de búsqueda de conjuntos,"Abreviatura utilizada para hacer referencia a la tabla de consulta de todos los conjuntos, que gestiona cómo se agrupan las entradas categóricas para diversos métodos y atributos.",tabla,2.2.2,2.2.2,added in V 2.2.2,
spasea,spa,sea,Mar / cuerpo de agua natural,"Mar, masa de agua natural",NA,1.0.0,2.0.0,"description wording, structure. Maintained originl sample table entry from v1.",
spaseconds,spa,seconds,Segundos,"Unidad de tiempo, segundos.",NA,2.2.0,2.2.0,added in V2.2.0,
spaseeUnitAggScale,spa,seeUnitAggScale,Ver unidad (escalas de agregación),Valor de la escala de agregación que se utilizará cuando la escala de agregación dependa de la especificada en la entrada de la lista de piezas de la unidad. ,"Cuando encuentre este valor, consulte la unidad utilizada para esa entrada y siga esa entrada de escala de agregación.",2.0.0,2.0.0,added in V2.0.0,
spaseeUnitData,spa,seeUnitData,Ver unidad (tipo de dato),Entrada del tipo de datos cuando el tipo de datos de una entrada determinada viene especificado por la unidad utilizada.,"Solo se utiliza para medidas, que es donde se utiliza la entrada de tipo de datos para validar la entrada en el campo de valor. Sin embargo, en estos casos, el tipo de datos depende más de la unidad que de la medida, por lo que esta entrada dirige a los usuarios a consultar el tipo de datos de la unidad.",2.0.0,2.0.0,added in V2.0.0,
spaseeUnitVal,spa,seeUnitVal,Ver unidad (valor),"Valor máximo o mínimo en el diccionario, que se utiliza cuando el valor máximo o mínimo viene determinado por la unidad. ","Se utiliza para medidas cuando las restricciones sobre el valor máximo y mínimo están especificadas por la unidad, no por la medida.",2.0.0,2.0.0,added in V2.0.0,
spasEfflu,spa,sEfflu,Efluente del clarificador secundario,Efluente obtenido tras los clarificadores secundarios.,NA,1.0.0,2.0.0,NA,
spaself,spa,self,Acceso propio,"Si es «no», estos datos no se mostrarán en el portal cuando este informador inicie sesión. Si faltan, los datos estarán disponibles para este informador.",NA,1.0.0,2.0.0,depreciated,
spasentDate,spa,sentDate,Fecha de envío de la muestra,Fecha en la que la muestra se envió desde el lugar de recogida al laboratorio.,NA,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",
spaseptage,spa,septage,Aguas residuales de pozo séptico,Aguas residuales procedentes de una fosa séptica,NA,1.0.0,2.0.0,NA,
spaseptTnk,spa,septTnk,Pozo séptico,Fosa séptica,NA,1.0.0,2.0.0,"description wording, structure",
spaseqContam,spa,seqContam,Secuencia contaminada,La secuencia está contaminada.,NA,2.3.0,2.3.0,added in v 2.3.0,
spaseqLay,spa,seqLay,Disposición de secuenciación,Diseño del material genético utilizado en la secuenciación.,NA,2.0.0,2.0.0,added in V2.0.0,
spaseqLaySet,spa,seqLaySet,Conjunto de disposiciones de secuenciación,El conjunto para el diseño del material genético utilizado en la secuenciación.,NA,2.0.0,2.0.0,added in V2.0.0,
spaseqQualitySet,spa,seqQualitySet,Conjunto de calidad de secuenciación,Conjunto de calidad para medidas de secuenciación.,NA,2.0.0,2.0.0,added in V2.0.0,
spaseqSel,spa,seqSel,Método de selección de secuenciación,El método de selección de secuencias de cebadores utilizado en la secuenciación.,NA,2.0.0,2.0.0,added in V2.0.0,
spaseqSelSet,spa,seqSelSet,Conjunto de métodos de selección de secuenciación,El conjunto para el método de selección utilizado en la secuenciación.,NA,2.0.0,2.0.0,added in V2.0.0,
spaseqStrat,spa,seqStrat,Estrategia de secuenciación,La estrategia de secuenciación utilizada para un análisis.,NA,2.0.0,2.0.0,added in V2.0.0,
spaseqStratSet,spa,seqStratSet,Conjunto de estrategias de secuenciación,El conjunto para la estrategia de secuenciación utilizada para un análisis.,NA,2.0.0,2.0.0,added in V2.0.0,
spasequence,spa,sequence,Clase de secuencias genéticas,Medidas y métodos relacionados con la secuenciación genética.,NA,2.0.0,2.0.0,added in V2.0.0,
spaserDil,spa,serDil,dilución seriada,Describe un proceso de dilución en serie para la generación de curvas estándar para PCR.,NA,2.2.0,2.2.0,added in V2.2.0,
spaserialDilution,spa,serialDilution,Dilución seriada,El método de dilución en serie para evaluar la inhibición.,NA,2.0.0,2.0.0,added in V2.0.0,
spaseseDep,spa,seseDep,Sedimentos de alcantarillado (obsoleto),Sedimentos obtenidos en alcantarillado.,NA,1.0.0,2.0.0,"depreciated, site material like this now captured in sample table",
spasetCompID,spa,setCompID,ID de conjunto compuesto,Un identificador compuesto generado concatenando el «setID» y el «partID» de una fila determinada en la tabla de conjuntos. Esto permite una clave primaria única y una estructura de base de datos relacional robusta.,NA,2.2.2,2.2.2,added in V 2.2.2,
spasetID,spa,setID,ID de conjunto,El identificador único de un conjunto de valores.,"Un conjunto es un grupo de unidades, atributos, categorías, muestras o compartimentos que se pueden utilizar para una medida, método o atributo.",2.0.0,2.0.0,added in V2.0.0,
spasets,spa,sets,Tabla de búsqueda de conjuntos,"Tabla de consulta para todos los conjuntos, que gestiona cómo se agrupan las entradas categóricas para diversos métodos y atributos.",Esta tabla gestiona las relaciones muchos a muchos y el reciclaje de categorías dentro del ODM.,2.0.0,2.0.0,"reformatted to sets from ""look-up""",
spasetsOrder,spa,setsOrder,Orden de columnas en tabla de conjuntos,Especifica el orden de las columnas en la tabla Conjuntos.,NA,2.0.0,2.0.0,added in V2.0.0,
spasetsRequired,spa,setsRequired,Encabezados obligatorios de tabla de conjuntos,Encabezados obligatorios en la tabla Conjuntos.,NA,2.0.0,2.0.0,added in V2.0.0,
